standard_property_name,possible_table_name,parent_table_name,node_name,node_category,node_subpart_type,asset_class
viscosity,AT DESIGNATED TEMPERTURE,PUMPED FLUID,process_fluids,primary_equipments,asset,pump
drain_required,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
drain_required,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
size,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
size,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
threaded,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
threaded,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
welded_and_flanged,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
welded_and_flanged,AUX CASE CONNECTION,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
drain_required,AUX CASE CONNECTIONS,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
size,AUX CASE CONNECTIONS,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
threaded,AUX CASE CONNECTIONS,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
welded_and_flanged,AUX CASE CONNECTIONS,MECHANICAL DATA,mechanical_geometry,primary_equipments,asset,pump
asme_b31_3,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_b31_3,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_b31_3,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_b31_3,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_code_stamp,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_code_stamp,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
asme_code_stamp,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_asme_b31_3,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_asme_code_stamp,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_capacity_d(shaft) ≤ 2.5 inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_capacity_d(shaft) ≤ 2.5 inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_capacity_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_dimensions_alternative,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_dimensions_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_dimensions_standard,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_height_seal_gland_nll,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_and_buffer_reservoirs_plan_52_53a_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_buffer_gas_supply_system_plan_72_74_pressure_control_valves,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_buffer_gas_supply_system_plan_72_74_pressure_control_valves,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_buffer_gas_supply_system_plan_72_74_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_max_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_max_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_min_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_min_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_min_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
barrier_liquid_volume_us_gal_min_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
bladder_accumulator_plan_53b_designed,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
bladder_accumulator_plan_53b_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_3_us_gallons_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_5_us_gallons_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_other,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_shaft_diameter_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_shaft_diameter_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_size_d_shaft_greater_than_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
capacity_size_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
collect_reservoir_for_liquid_leakage_plan_65_75_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_alternative,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_alternative,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_alternative,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_alternative,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_other,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_other,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_standard,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_standard,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_standard,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
dimensions_standard,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
external_seal_flush_systems_plan_54_55_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_inlet_normal_liquid_level,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll_d_shaft_less_than_or_equal_to_2_5_inch,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_nll_us_gallons,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
height_seal_gland_no_liquid_level,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
piston_accumulator_plan_53c_pressure_ratio,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
piston_accumulator_plan_53c_supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,BARRIER & BUFFER RESERVOIRS,seal auxiliary system,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,BARRIER & BUFFER RESERVOIRS,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_amplifier,BARRIER BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_control_valves,BARRIER BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_amplifier,BARRIER BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_control_valves,BARRIER BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,BARRIER BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_amplifier,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_amplifier,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_amplifier,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_control_valves,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_control_valves,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
press_control_valves,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_amplifier,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
pressure_control_valves,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_ref_code,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
supplier_reference_code,BARRIER/BUFFER GAS SUPPLY SYSTEM,SEAL AUXILIARY SYSTEM,equipments,auxiliary_equipments,seal_auxiliary_system,pump
api_baseplate_number,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
baseplate_construction_7_3_14,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage_7_3_1,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
centerline_of_pump_to_stilt_bottom,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
design_manufacturers_standard,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
design_pip_standard_resp002_data_sheet_attached,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
free_standing,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
grouted,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws_supplied_with_drain_connection,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws_supplied_with_grout_and_vent_holes,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
mounting,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling_7_3_5,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined_7_3_6,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction_7_3_13,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
other,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
provide_spacer_plate_under_all_equipment_feet,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
remarks,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
vertical_leveling_screws,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
vertical_pump_case_support_bracket,BASEPALTE,,construction_accessories,primary_equipments,asset,pump
api_baseplate_number,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
api_baseplate_number,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
api_baseplate_number,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
api_baseplate_number,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_construction,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
baseplate_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_construction_7_3_14,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
baseplate_construction_7_3_14,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
baseplate_construction_7_3_14,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
baseplate_drainage,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage_7_3_1,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_drainage_7_3_1,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
baseplate_drainage_7_3_1,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
baseplate_surface_preparation,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_surface_preparation,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
baseplate_surface_preparation,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
baseplate_surface_preparation,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
centerline_of_pump_to_stilt_bottom,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
centerline_of_pump_to_stilt_bottom,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_manufacturers_standard,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_manufacturers_standard,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_pip_standard_resp002_data_sheet_attached,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_pip_standard_resp002_data_sheet_attached,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_standard_manufacturers_standard,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
design_standard_pip_standard_resp002_data_sheet_attached,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
details_of_lifting_devices,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
details_of_lifting_devices,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
details_of_lifting_devices,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
details_of_lifting_devices,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
finish_coat,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
finish_coat,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
finish_coat,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
finish_coat,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
free_standing,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
free_standing,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
grouted,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
grouted,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
longitudinal_driver_positioning_screws,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
mounting,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling_7_3_5,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling_7_3_5,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
mounting_pads_sized_for_baseplate_leveling_7_3_5,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined_7_3_6,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined_7_3_6,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
mounting_pads_to_be_machined_7_3_6,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
non_grout_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction_7_3_13,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
non_grout_construction_7_3_13,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
non_grout_construction_7_3_13,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
other,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
other,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
other,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
other,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
primer,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
primer,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
primer,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
primer,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
provide_spacer_plate_under_all_equipment_feet,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
provide_spacer_plate_under_all_equipment_feet,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
provide_spacer_plate_under_all_equipment_feet,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
provide_spacer_plate_under_all_equipment_feet,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
remarks,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
remarks,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks_a,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks_a,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks_a,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
remarks_b,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
remarks_b,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
remarks_b,BASEPLATE,,construction_accessories,primary_equipments,asset,pump
supplied_with_drain_connection,BASEPLATE,CONSTRUCTION,construction_accessories,primary_equipments,asset,pump
supplied_with_drain_connection,BASEPLATE,SURFACE PREPARATION AND PAINT,construction_accessories,primary_equipments,asset,pump
