client_property_name,standard_property_name,possible_table_name,parent_table_name,,node_name,node_category,node_subpart_type,asset_class,reasoning,used_tool,,,,,,Document Name
Channel,channel,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Channel Cover,channel_cover,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Floating Head Cover,floating_head_cover,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Shell,shell,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Shell Cover,shell_cover,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube,tube,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tubesheet (floating),tubesheet_floating,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tubesheet (Stationary),tubesheet_stationary,MATERIALS OF CONSTRUCTION,,,materials,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff (Cross) Spacing,baffle_cross_spacing,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff (Cross) Spacing c/c,baffle_cross_spacing_center_to_center,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff (Cross) Spacing Inlet,baffle_cross_spacing_inlet,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff (Cross) Spacing Outlet,baffle_cross_spacing_outlet,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff. (Cross): %Cut,baffle_cross_cut,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff. (Cross): No.,baffle_cross_number,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baff. (Cross): Type,baffle_cross_type,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baffles (Longitudinal),baffles_longitudinal,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Baffles Seal Type:,baffles_seal_type,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Bypass Seal Arrangement,bypass_seal_arrangement,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Code Requirements,code_requirements_tema_class,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Expansion Joint,expansion_joint,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Expansion Joint Type,expansion_joint_type,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Gaskets: Floating Head,gaskets_floating_head,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Gaskets: Shell side,gaskets_shell_side,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Gaskets: Tube side,gaskets_tube_side,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Supports:Tube,supports_tube,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Supports:Type,supports_type,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Supports:U-Bend,supports_u_bend,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
TEMA Class,tema_class,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Tube-Tubesheet Joint,tube_tubesheet_joint,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Weights: Bundle,weights_bundle,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Weights: Filled With Water,weights_filled_with_water,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Weights: Per shell,weights_per_shell,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
ρV²,rho_v_squared,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
ρV² Bundle Entrance,rho_v_squared_bundle_entrance,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
ρV² Bundle Exit,rho_v_squared_bundle_exit,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
ρV² Inlet Nozzle,rho_v_squared_inlet_nozzle,MECHANICAL,,,mechanical_geometry,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Approval Code,approval_code,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Approval Date,approval_date,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3407_0.pdf
Approval Date and Time,approval_date_and_time,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3190_1.pdf
Approved By,approved_by,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf"
Asset Type,asset_type,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Company,company,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Company Identification Code,company_identification_code,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Contractor,contractor,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Contractor Identification Code,contractor_identification_code,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Document Name,document_name,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9427_0.pdf
Document Number,document_number,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
Document Title,document_title,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Equipment Name,equipment_name,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3316_0.pdf
Location,location,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Project,project,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Project Name,project_name,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Revision,revision,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9427_0.pdf"
Revision Number,revision_number,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Section,section,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Sheet,sheet,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9362_3.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Sheet Number,sheet_number,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf"
Unit,unit,META DATA,,,meta_data,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,"BCEP-CE-SE-L000E9152_0.pdf, BCEP-CE-SE-L000E9352_2.pdf, BCEP-CE-SE-L000E9412_0.pdf, BCEP-CE-SE-L000E9427_0.pdf, BCEP-CE-SE-L000E9437_0.pdf, BCEP-CE-SE-S000E3154_0.pdf, BCEP-CE-SE-S000E3190_1.pdf, BCEP-CE-SE-S000E3315_0.pdf, BCEP-CE-SE-S000E3316_0.pdf, BCEP-CE-SE-S000E3407_0.pdf, BCEP-CE-SE-S000E3638_2.pdf"
Compressibility (Z),compressibility_z,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Cp/Cv,cp_cv,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Density,density,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Fluid,fluid,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Heat Capacity,heat_capacity,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Mass Flow,mass_flow,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Molecular Weight,molecular_weight,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Thermal Conductivity,thermal_conductivity,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Viscosity,viscosity,NOTES,,,notes,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3638_2.pdf
Density (Liq),density_liquid,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Density (Vap),density_vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Fluid Allocation,fluid_allocation,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
"Fluid Quantity, total",fluid_quantity_total,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Fouling Resistance,fouling_resistance,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT,,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
"Mol. Wt., Vapor",molecular_weight_vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
"Mol. Wt., Vapor Noncondensable",molecular_weight_vapor_noncondensable,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Noncondensable,noncondensable,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
PED Group / Table / compliance with 97/23/EC,ped_group_table_compliance_with_97_23_ec,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
"Pressure Drop, Allow/Calc",pressure_drop_allowable_calculated,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Respiratory Exposure Class,respiratory_exposure_class,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Specific Heat (Liq),specific_heat_liquid,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Specific Heat (Vap),specific_heat_vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Steam,steam,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Temperature,temperature,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Thermal Conductivity (Liq),thermal_conductivity_liquid,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Thermal Conductivity (Vap),thermal_conductivity_vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Transfer Rate Clean:,transfer_rate_clean,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Transfer Rate Service:,transfer_rate_service,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Vapor,vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Viscosity (Liq),viscosity_liquid,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Viscosity (Vap),viscosity_vapor,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Water,water,PERFORMANCE OF ONE UNIT,,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-S000E3154_0.pdf
Fluid Name,fluid_name,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Fluid Quantity, Total",fluid_quantity_total,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Fouling Resistance (min),fouling_resistance_min,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Heat Exchanged,heat_exchanged,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Inlet Pressure,inlet_pressure,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Latent Heat,latent_heat,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Liquid,liquid,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Molecular Weight, Noncondensables",molecular_weight_noncondensables,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Molecular Weight, Vapor",molecular_weight_vapor,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
MTD (Corrected),mtd_corrected,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Noncondensables,noncondensables,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Pressure Drop Allow,pressure_drop_allow,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Pressure Drop Calc,pressure_drop_calc,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Specific Gravity,specific_gravity,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Specific Heat,specific_heat,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Steam,steam,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Temperature In,temperature_inlet,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Thermal Conductivity,thermal_conductivity,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Actual",transfer_rate_actual,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Clean",transfer_rate_clean,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
"Transfer Rate, Service",transfer_rate_service,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,equipments,primary_equipments,,heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Velocity,velocity,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Viscosity,viscosity,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
Water,water,PERFORMANCE OF ONE UNIT (100% BTRF CASE),,,nozzles,primary_equipments,"inlet, outlet",heat_exchanger_shell_and_tube,,,,,,,,BCEP-CE-SE-L000E9362_3.pdf
